dataset,exposure,exposure_label,outcome,outcome_label,APP_REGION,Caregiving_MentalHealth2,weighted_n,raw_n,row_pct,row_raw_n,MedConditions_Depression,FreqUseInternet,Internet_Cell2,Internet_HighSpeed2,Electronic2_HealthInfo,TestSource_HCPCounselor,RiskTest_Counselor,SharedRes4_Counselor,UndGenTest3_Counselor,UseInternet,Internet_DialUp,Internet_HighSpeed,Internet_Cell
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,2.0,7988.0,47,0.11540684234858992,416,,3.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,1.0,2332.0,13,0.03369163199260287,416,,3.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-6.0,867.0,7,0.012526005547850208,416,,3.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-9.0,313.0,4,0.00452207582061951,416,,3.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-2.0,-9.0,1,-0.00013002773925104022,416,,3.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-7.0,-70.0,10,-0.0010113268608414239,416,,3.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-1.0,13056.0,83,0.7257768636388904,115,,4.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,2.0,3233.0,22,0.1797209405747957,115,,4.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,1.0,1409.0,7,0.07832564344877425,115,,4.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-6.0,298.0,2,0.01656567902607149,115,,4.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-7.0,-7.0,1,-0.0003891266885318806,115,,4.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-1.0,21379.0,124,0.8046595656592269,162,,5.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,2.0,3525.0,22,0.13267341638751928,162,,5.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-6.0,863.0,9,0.03248146335955437,162,,5.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,1.0,498.0,3,0.01874364861304528,162,,5.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-2.0,325.0,1,0.012232300801686176,162,,5.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-7.0,-21.0,3,-0.0007903948210320298,162,,5.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-1.0,42214.0,262,0.8398456151519974,320,,6.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,2.0,5648.0,36,0.11236670380391532,320,,6.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-6.0,1193.0,14,0.023734680884927584,320,,6.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,1.0,760.0,4,0.0151201655260226,320,,6.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-9.0,245.0,1,0.004874263886678339,320,,6.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-2.0,211.0,2,0.004197835428935222,320,,6.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-7.0,-7.0,1,-0.00013926468247652394,320,,6.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,698645.0,3924,0.7085261050611833,5755,2.0,1.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,282349.0,1537,0.28634233013607774,5755,1.0,1.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,6733.0,55,0.006828226446016141,5755,-9.0,1.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,-1673.0,239,-0.001696661643277143,5755,-7.0,1.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,61097.0,350,0.762892390680019,481,2.0,2.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,17740.0,97,0.22151187473466025,481,1.0,2.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,1382.0,15,0.01725644931698424,481,-9.0,2.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,-133.0,19,-0.0016607147316634618,481,-7.0,2.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,51652.0,299,0.7462436430883033,416,2.0,3.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,16807.0,89,0.2428195792880259,416,1.0,3.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,904.0,7,0.013060564031437818,416,-9.0,3.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,-147.0,21,-0.00212378640776699,416,-7.0,3.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,12599.0,76,0.700372449830452,115,2.0,4.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,5434.0,33,0.3020734893546056,115,1.0,4.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,-9.0,1,-0.0005003057423981322,115,-9.0,4.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,-35.0,5,-0.001945633442659403,115,-7.0,4.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,19756.0,119,0.7435733373480372,162,2.0,5.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,6654.0,37,0.25044224472129173,162,1.0,5.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,180.0,3,0.006774812751703113,162,-9.0,5.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,-21.0,3,-0.0007903948210320298,162,-7.0,5.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,38005.0,239,0.7561077510743276,320,2.0,6.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,11579.0,70,0.23036367977081013,320,1.0,6.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,687.0,10,0.01366783383733885,320,-9.0,6.0,,,,,,,,,,,
HINTS7_2024,FreqUseInternet,"B1. About how often do you use the Internet, either on a computer, laptop, smart",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,-7.0,1,-0.00013926468247652394,320,-7.0,6.0,,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-1.0,36455.0,228,0.8567768925239136,273,,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,2.0,4382.0,28,0.10298714423370701,273,,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-6.0,763.0,10,0.01793226632823333,273,,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,1.0,500.0,3,0.011751157489012667,273,,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-9.0,245.0,1,0.005758067169616207,273,,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-2.0,211.0,2,0.004958988460363346,273,,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-7.0,-7.0,1,-0.00016451620484617734,273,,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-1.0,5759.0,34,0.7464679196370706,47,,,-2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,2.0,1266.0,8,0.16409591704471807,47,,,-2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-6.0,430.0,4,0.05573558003888529,47,,,-2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,1.0,260.0,1,0.033700583279325985,47,,,-2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-1.0,6767.0,40,0.8367750711017683,47,,,-9.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,2.0,760.0,4,0.09397798936564856,47,,,-9.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,1.0,230.0,1,0.028440707308025226,47,,,-9.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-6.0,200.0,1,0.024731049833065413,47,,,-9.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-9.0,130.0,1,0.01607518239149252,47,,,-9.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-1.0,789426.0,4435,0.8220935306265055,5640,,,1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,2.0,116258.0,664,0.12106891549502584,5640,,,1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,1.0,49438.0,269,0.05148381224726976,5640,,,1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-6.0,4581.0,39,0.004770568063124373,5640,,,1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-2.0,1141.0,7,0.0011882161449519558,5640,,,1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-9.0,924.0,11,0.0009622363873230563,5640,,,1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-7.0,-1505.0,215,-0.0015672789642004327,5640,,,1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-1.0,180376.0,1039,0.8352558195533287,1271,,,2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,2.0,25762.0,153,0.11929447611285789,1271,,,2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,1.0,6440.0,37,0.029821303709603477,1271,,,2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-6.0,2716.0,22,0.012576810694919728,1271,,,2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-9.0,439.0,4,0.002032849740452784,1271,,,2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-2.0,325.0,1,0.0015049570971461383,1271,,,2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",Caregiving_MentalHealth2,F5. (For the individual to whom you provide the most care) Please mark all condi,,-7.0,-105.0,15,-0.00048621690830875236,1271,,,2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,32702.0,206,0.7685727044113845,273,2.0,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,9323.0,58,0.2191120825401302,273,1.0,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,531.0,8,0.012479729253331453,273,-9.0,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,-7.0,1,-0.00016451620484617734,273,-7.0,,-1.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,5303.0,33,0.6873622812702528,47,2.0,,-2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,2256.0,12,0.29241736876215163,47,1.0,,-2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,156.0,2,0.020220349967595592,47,-9.0,,-2.0,,,,,,,,,,
HINTS7_2024,Internet_Cell2,"B2a. When you use the Internet, do you connect to it through a cellular network ",MedConditions_Depression,I5e. Has a doctor or other health professional ever told you that you had depres,,,7144.0,41,0.8833931000370966,47,2.0,,-9.0,,,,,,,,,,
